operator,publication,site,proxy,depth,age,run,TEX86,BAY.LOW,BAY.MED,BAY.HIGH,subBAY.LOW,subBAY.MED,subBAY.HIGH,1302,1300,1298,1296,1292,1292',1050-tot,1036-tot,1022,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,24.54,2.77,LC22060000132,0.43,2.25,10.42,17.26,0.35,7.12,14.10,8.22E+06,8.11E+05,3.89E+05,7.20E+04,8.39E+06,1.53E+05,160104.60,39148.80,68391.10,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,24.78,2.78,LC22030000015,0.47,5.77,13.44,20.28,3.48,10.14,17.50,4.36E+06,5.47E+05,2.95E+05,5.21E+04,4.87E+06,1.39E+05,556370.00,81214.50,112217.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,25.06,2.80,LC22060000099,0.53,10.83,17.96,25.69,8.16,14.75,23.21,3.24E+07,4.44E+06,3.18E+06,4.34E+05,4.39E+07,1.44E+06,931001.60,643942.90,1023652.60,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,25.45,2.81,LC22030000011,0.44,2.63,10.77,17.61,0.82,7.51,14.54,4.14E+07,4.73E+06,2.46E+06,3.84E+05,4.72E+07,8.18E+05,1997746.00,430668.00,625516.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,25.71,2.82,LC22060000096,0.47,5.76,13.41,20.27,3.59,10.13,17.51,1.43E+07,1.78E+06,9.94E+05,1.53E+05,1.73E+07,4.35E+05,1116980.20,244378.80,328477.90,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,25.99,2.83,LC22060000036,0.50,7.87,15.31,22.40,5.49,12.05,19.75,7.67E+07,9.39E+06,6.14E+06,9.06E+05,9.05E+07,2.18E+06,3425537.90,606311.30,1065898.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,26.03,2.83,LC21040000043,0.45,4.25,12.07,18.91,2.09,8.78,15.99,2.36E+07,2.98E+06,1.61E+06,2.74E+05,2.67E+07,5.76E+05,513185.00,197947.60,293581.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,26.13,2.84,LC22060000145,0.48,6.70,14.23,21.22,4.44,11.00,18.42,5.51E+07,6.76E+06,4.08E+06,6.80E+05,6.86E+07,1.54E+06,885311.60,302792.40,462802.60,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,26.34,2.85,LC22060000143,0.48,6.73,14.23,21.26,4.37,11.01,18.50,4.15E+06,5.44E+05,3.34E+05,4.72E+04,4.69E+06,1.24E+05,108689.50,11692.70,35000.10,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,26.39,2.85,LC22030000014,0.50,7.89,15.31,22.47,5.45,12.06,19.73,2.19E+06,2.64E+05,1.45E+05,2.45E+04,2.14E+06,9.11E+04,111546.30,46289.20,56426.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,26.56,2.85,LC22030000096,0.46,4.73,12.48,19.35,2.64,9.23,16.50,8.42E+07,1.04E+07,5.64E+06,8.94E+05,1.03E+08,2.29E+06,1791133.00,710465.00,1095170.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,26.81,2.86,LC22060000127,0.50,8.16,15.42,22.58,5.63,12.17,19.90,6.62E+06,1.00E+06,6.29E+05,9.41E+04,8.44E+06,2.72E+05,848851.50,134741.58,168298.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,26.93,2.87,LC210100028,0.51,9.31,16.55,23.91,6.68,13.27,21.33,1.04E+07,1.31E+06,8.35E+05,1.49E+05,1.284E+07,4.011E+05,1616427.20,280929.20,310531.90,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,26.96,2.87,LC22060000119,0.50,8.61,15.97,23.22,6.15,12.70,20.52,4.82E+07,5.46E+06,3.72E+06,6.69E+05,6.04E+07,1.18E+06,3001626.40,491847.60,891706.60,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,27.17,2.87,LC22030000024,0.53,10.58,17.71,25.34,7.96,14.53,22.74,3.61E+06,4.48E+05,2.75E+05,5.40E+04,4.47E+06,1.73E+05,303806.20,63687.60,92419.70,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,27.41,2.88,LC22060000140,0.49,7.34,14.75,21.83,4.96,11.51,19.13,1.81E+07,2.31E+06,1.49E+06,2.01E+05,2.07E+07,5.18E+05,311295.50,113154.60,148921.90,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,27.84,2.90,LC22030000022,0.45,4.21,12.07,18.95,2.11,8.78,15.96,2.00E+07,2.51E+06,1.31E+06,2.21E+05,2.33E+07,5.49E+05,280110.00,144805.60,201259.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,28.06,2.91,LC22060000118,0.45,3.98,11.86,18.73,1.95,8.56,15.74,1.04E+08,1.32E+07,7.03E+06,1.24E+06,1.30E+08,2.52E+06,1838819.90,824304.50,1413118.90,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,28.13,2.91,LC210100029,0.47,6.05,13.61,20.56,3.73,10.37,17.76,6.90E+07,7.51E+06,3.91E+06,7.13E+05,7.71E+07,2.16E+06,1008357.00,507490.00,840184.80,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,28.34,2.92,LC22060000043,0.41,0.70,9.13,16.08,-0.98,5.82,12.69,6.99E+07,8.05E+06,3.58E+06,5.99E+05,7.01E+07,1.50E+06,646817.20,957373.20,529719.60,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,28.45,2.92,LC22060000091,0.47,5.37,13.06,19.89,3.12,9.78,17.20,1.24E+07,1.59E+06,8.81E+05,1.59E+05,1.51E+07,3.49E+05,503353.00,204122.30,310289.10,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,28.56,2.93,LC22030000027,0.47,5.98,13.58,20.46,3.72,10.30,17.70,3.68E+06,4.24E+05,2.44E+05,4.65E+04,3.98E+06,8.97E+04,161361.20,41968.70,61868.60,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,28.99,2.95,LC22060000034,0.49,7.56,15.00,22.05,5.14,11.70,19.49,3.87E+07,5.66E+06,3.41E+06,4.99E+05,5.02E+07,1.56E+06,8515315.00,848305.80,1297343.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,29.01,2.95,LC210100055,0.50,7.91,15.29,22.46,5.43,12.03,19.77,1.83E+07,2.62E+06,1.55E+06,2.23E+05,2.38E+07,7.99E+05,2387762.50,317967.90,401756.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,29.29,2.96,LC22060000111,0.50,7.90,15.29,22.45,5.53,12.02,19.74,5.62E+07,6.66E+06,4.32E+06,7.30E+05,6.67E+07,1.51E+06,5826646.40,1011218.20,1348177.10,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,29.52,2.97,LC22030000023,0.50,8.27,15.56,22.73,5.75,12.34,20.07,1.75E+07,2.41E+06,1.49E+06,1.98E+05,1.95E+07,7.10E+05,763484.00,135339.80,253284.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,29.80,2.99,LC22060000133,0.45,4.38,12.16,19.06,2.20,8.86,16.07,8.66E+06,1.10E+06,5.89E+05,9.56E+04,9.62E+06,2.28E+05,161206.30,87509.30,116112.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,29.88,2.99,LC210100051,0.49,7.25,14.72,21.74,4.81,11.40,19.03,2.70E+07,3.25E+06,1.75E+06,2.98E+05,3.16E+07,1.06E+06,530864.40,306631.80,366970.10,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,29.98,3.00,LC22060000136,0.45,3.93,11.75,18.60,1.84,8.46,15.57,1.56E+07,1.94E+06,1.02E+06,1.83E+05,1.83E+07,3.82E+05,256329.50,100270.20,151969.70,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,30.22,3.01,LC22030000101,0.44,3.48,11.39,18.18,1.44,8.11,15.22,1.07E+08,1.40E+07,7.35E+06,1.03E+06,1.17E+08,2.82E+06,1468714.00,591975.00,960101.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,30.51,3.03,LC22060000137,0.42,1.20,9.52,16.40,-0.59,6.21,13.16,2.16E+07,2.34E+06,1.13E+06,1.97E+05,2.37E+07,3.57E+05,295702.90,140926.50,203746.40,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,30.79,3.04,LC22030000019,0.52,9.85,17.06,24.53,7.29,13.86,21.97,1.45E+06,2.42E+05,1.64E+05,2.20E+04,1.89E+06,7.59E+04,136040.80,44278.00,61107.50,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,31.14,3.06,LC22060000138,0.45,4.14,11.99,18.80,2.04,8.71,15.86,9.78E+06,1.28E+06,6.75E+05,1.28E+05,1.08E+07,2.54E+05,184152.90,155917.70,98693.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,31.16,3.06,LC210100050,0.47,5.50,13.20,20.09,3.28,9.90,17.20,3.06E+07,4.08E+06,2.35E+06,2.94E+05,3.70E+07,9.36E+05,704808.70,270580.60,397419.70,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,31.28,3.07,LC22060000114,0.50,7.83,15.23,22.31,5.42,11.94,19.72,7.88E+07,1.01E+07,6.27E+06,1.15E+06,9.17E+07,2.45E+06,1375355.70,538504.20,924621.40,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,31.54,3.09,LC22030000100,0.51,9.18,16.39,23.73,6.61,13.17,21.15,7.28E+07,1.03E+07,7.12E+06,1.02E+06,8.74E+07,2.65E+06,5265700.00,1178324.00,1673760.00,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,31.68,3.09,LC22060000104,0.47,5.84,13.45,20.36,3.52,10.11,17.50,9.96E+07,1.48E+07,8.37E+06,1.33E+06,1.17E+08,3.51E+06,4798492.40,2278073.10,1581289.40,,,,,,
FL,"Hou et al., 2022 CP",1168,TEX86,31.95,3.11,LC22030000026,0.46,4.57,12.44,19.31,2.54,9.15,16.45,1.34E+07,1.71E+06,9.18E+05,1.73E+05,1.45E+07,3.53E+05,699265.00,152363.50,244111.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.29,3.13,LC21110000274,0.48,6.71,14.23,21.19,4.41,11.01,18.52,1.62E+07,2.28E+06,1.33E+06,2.11E+05,2.02E+07,5.69E+05,382542.00,237883.40,285023.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.40,3.14,LC21110000275,0.49,7.40,14.86,21.91,5.03,11.58,19.28,1.94E+07,2.58E+06,1.54E+06,2.52E+05,2.46E+07,6.90E+05,866676.00,287762.00,403556.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.51,3.14,LC21110000250,0.47,5.96,13.59,20.49,3.71,10.28,17.71,6.16E+07,8.57E+06,4.92E+06,7.97E+05,7.83E+07,2.00E+06,2480737.00,826566.00,1092600.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.64,3.15,LC21110000276,0.49,7.38,14.76,21.78,4.92,11.51,19.15,6.60E+07,9.66E+06,5.83E+06,9.02E+05,8.64E+07,2.49E+06,1746431.00,773124.00,1111290.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.78,3.16,LC21110000252,0.49,7.64,15.00,22.01,5.12,11.73,19.43,6.27E+07,8.28E+06,4.79E+06,8.08E+05,8.48E+07,2.42E+06,2558670.00,754861.00,1116120.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.88,3.16,LC210100033,0.51,9.31,16.55,23.92,6.77,13.31,21.25,4.79E+07,5.73E+06,3.39E+06,5.37E+05,5.96E+07,2.10E+06,3294774.70,671685.40,1043739.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,32.92,3.17,LC21110000253,0.47,5.71,13.42,20.29,3.56,10.16,17.54,5.97E+07,8.01E+06,4.54E+06,7.36E+05,6.99E+07,1.86E+06,3850100.00,804480.00,1205450.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.09,3.18,LC21110000277,0.47,5.56,13.21,20.13,3.30,9.91,17.28,3.34E+07,4.37E+06,2.47E+06,3.85E+05,3.95E+07,9.93E+05,1061496.00,394148.00,555848.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.22,3.19,LC21110000255,0.46,4.96,12.67,19.50,2.83,9.41,16.71,3.65E+07,4.75E+06,2.56E+06,4.51E+05,4.28E+07,1.06E+06,1495172.00,464959.00,668436.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.39,3.20,LC21110000256,0.49,7.11,14.62,21.63,4.81,11.35,18.94,6.29E+07,9.12E+06,5.42E+06,8.82E+05,7.82E+07,2.36E+06,3580670.00,953826.00,1474790.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.54,3.20,LC21110000257,0.49,7.79,15.13,22.27,5.35,11.89,19.63,3.65E+07,5.00E+06,3.10E+06,4.48E+05,4.56E+07,1.34E+06,2613990.00,623858.00,977620.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.69,3.21,LC21110000278,0.47,6.10,13.70,20.64,3.86,10.45,17.92,4.69E+07,6.31E+06,3.54E+06,6.40E+05,5.88E+07,1.52E+06,1230660.00,509922.00,823561.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.79,3.22,LC21110000259,0.47,5.52,13.14,19.98,3.21,9.84,17.20,6.14E+07,7.96E+06,4.48E+06,7.67E+05,7.74E+07,1.71E+06,2026742.00,572154.00,760541.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.89,3.23,LC21110000260,0.46,4.98,12.77,19.57,2.86,9.48,16.75,1.12E+08,1.53E+07,8.39E+06,1.35E+06,1.34E+08,3.37E+06,1463792.00,1036091.00,1295670.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,33.92,3.23,LC210100048,0.46,5.17,12.91,19.75,3.02,9.63,16.87,2.17E+07,2.78E+06,1.45E+06,2.34E+05,2.40E+07,7.16E+05,358534.50,171120.40,234275.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.05,3.24,LC21110000279,0.48,6.28,13.86,20.86,4.00,10.62,18.05,4.29E+07,5.78E+06,3.32E+06,5.27E+05,5.43E+07,1.43E+06,1024301.00,505982.00,577811.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.18,3.24,LC21110000262,0.48,6.46,14.00,20.97,4.17,10.76,18.24,4.75E+07,6.54E+06,3.80E+06,6.34E+05,5.90E+07,1.58E+06,1645031.00,662171.00,915714.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.30,3.25,LC21110000263,0.50,8.69,15.94,23.21,6.11,12.72,20.55,2.77E+07,3.99E+06,2.45E+06,3.56E+05,3.84E+07,1.26E+06,3636412.00,604024.00,782473.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.43,3.26,LC21110000264,0.50,8.08,15.45,22.55,5.63,12.17,19.97,7.56E+07,1.15E+07,7.14E+06,1.04E+06,1.04E+08,3.22E+06,7273300.00,1203631.00,1682270.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.58,3.27,LC21110000280,0.48,6.27,13.87,20.84,4.06,10.57,18.00,2.10E+07,2.89E+06,1.64E+06,2.76E+05,2.71E+07,7.15E+05,600428.00,188298.40,254591.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.72,3.28,LC21110000281,0.49,7.22,14.70,21.71,4.92,11.39,19.14,2.87E+07,3.59E+06,2.06E+06,3.76E+05,3.69E+07,9.90E+05,431015.00,263817.00,346365.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.86,3.28,LC21110000286,0.49,7.25,14.70,21.71,4.90,11.45,18.97,4.02E+07,5.25E+06,3.09E+06,4.95E+05,5.25E+07,1.42E+06,803424.00,326979.00,481780.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,34.98,3.29,LC21110000287,0.46,4.50,12.26,19.12,2.41,9.00,16.19,1.01E+08,1.26E+07,6.53E+06,1.17E+06,1.25E+08,2.87E+06,772557.00,693435.00,886987.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.09,3.30,LC21110000317,0.43,2.25,10.39,17.28,0.35,7.11,14.05,6.07E+07,7.02E+06,3.34E+06,6.19E+05,7.16E+07,1.35E+06,468136.00,354286.00,479038.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.19,3.30,LC21110000289,0.43,2.46,10.57,17.46,0.52,7.24,14.26,6.99E+07,7.47E+06,3.52E+06,6.67E+05,7.83E+07,1.51E+06,640238.00,470210.00,579307.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.30,3.31,LC21110000291,0.42,1.03,9.33,16.30,-0.75,6.10,12.92,6.44E+07,6.62E+06,2.93E+06,5.83E+05,7.48E+07,1.22E+06,536159.00,392325.00,510358.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.38,3.32,LC210100049,0.41,0.02,8.52,15.42,-1.66,5.17,12.02,2.98E+07,2.77E+06,1.20E+06,2.13E+05,2.96E+07,4.77E+05,213429.50,142904.90,184110.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.41,3.32,LC21110000318,0.42,1.34,9.65,16.51,-0.39,6.37,13.29,7.84E+07,8.06E+06,3.68E+06,7.02E+05,8.83E+07,1.49E+06,598969.00,456735.00,574318.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.54,3.33,LC21110000293,0.43,1.82,10.02,16.88,-0.04,6.72,13.63,8.78E+07,9.58E+06,4.38E+06,7.89E+05,1.01E+08,1.94E+06,778073.00,463675.00,637080.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.66,3.33,LC21110000294,0.43,2.45,10.54,17.40,0.63,7.25,14.21,8.38E+07,9.37E+06,4.60E+06,7.81E+05,9.41E+07,1.76E+06,615305.00,400368.00,633571.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.84,3.34,LC21110000295,0.47,5.80,13.51,20.43,3.66,10.22,17.60,3.27E+07,4.38E+06,2.42E+06,3.99E+05,4.04E+07,1.10E+06,831599.00,351296.00,473683.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,35.95,3.35,LC21110000296,0.48,6.72,14.26,21.19,4.39,10.94,18.52,2.61E+07,3.47E+06,2.03E+06,3.26E+05,3.24E+07,8.82E+05,1061120.00,314928.00,441406.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.06,3.36,LC21110000297,0.46,4.97,12.74,19.59,2.82,9.45,16.82,2.74E+07,3.37E+06,1.87E+06,3.16E+05,3.29E+07,7.09E+05,690711.00,286498.00,396482.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.19,3.37,LC21110000298,0.46,5.28,12.98,19.85,3.08,9.69,17.01,4.06E+07,5.10E+06,2.76E+06,4.56E+05,4.97E+07,1.22E+06,870501.00,361842.00,563289.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.31,3.37,LC21110000299,0.46,4.85,12.59,19.50,2.67,9.30,16.57,2.29E+07,3.09E+06,1.72E+06,2.60E+05,2.82E+07,6.55E+05,629706.00,247101.00,281299.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.44,3.38,LC21120000002,0.46,4.43,12.20,19.06,2.30,8.93,16.12,5.83E+07,7.10E+06,3.74E+06,6.11E+05,7.08E+07,1.58E+06,1175946.00,517979.00,768866.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.48,3.38,LC210100036,0.48,6.91,14.42,21.38,4.49,11.13,18.71,8.51E+07,9.98E+06,5.56E+06,8.66E+05,9.89E+07,2.92E+06,1575501.20,699406.20,940578.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.56,3.39,LC21120000001,0.46,4.70,12.52,19.42,2.66,9.21,16.51,6.21E+07,8.06E+06,4.31E+06,6.88E+05,7.29E+07,1.85E+06,1104568.00,535039.00,693933.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.67,3.40,LC21110000302,0.50,8.35,15.78,23.04,6.00,12.46,20.26,1.38E+07,2.02E+06,1.27E+06,1.96E+05,1.82E+07,5.68E+05,384824.00,138757.30,129414.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.79,3.40,LC21110000303,0.54,11.22,18.31,26.20,8.51,15.10,23.57,6.24E+07,1.02E+07,7.23E+06,1.05E+06,8.99E+07,3.56E+06,3451711.00,968332.00,1338230.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,36.91,3.41,LC21110000304,0.50,8.59,15.88,23.13,6.09,12.61,20.40,2.53E+07,3.82E+06,2.42E+06,3.65E+05,3.39E+07,1.09E+06,1428127.00,378711.00,457958.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.04,3.42,LC21110000305,0.49,7.17,14.58,21.64,4.82,11.35,19.00,1.89E+07,2.82E+06,1.72E+06,2.60E+05,2.55E+07,6.89E+05,1533713.00,262433.00,305634.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.17,3.43,LC21110000306,0.49,7.62,15.07,22.17,5.15,11.78,19.48,1.32E+07,1.91E+06,1.20E+06,1.93E+05,1.70E+07,4.65E+05,1316320.00,312605.00,392041.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.34,3.44,LC21110000307,0.52,9.84,17.04,24.51,7.31,13.83,22.00,4.23E+07,6.90E+06,4.74E+06,6.67E+05,6.07E+07,2.07E+06,1674600.00,560037.00,660262.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.43,3.44,LC21110000308,0.52,9.46,16.72,24.09,6.90,13.45,21.44,2.79E+07,4.31E+06,2.84E+06,4.18E+05,3.79E+07,1.33E+06,1446413.00,442790.00,500011.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.56,3.45,LC21110000309,0.53,10.81,17.96,25.70,8.13,14.73,23.12,5.09E+07,8.46E+06,6.07E+06,8.47E+05,7.46E+07,2.70E+06,2702950.00,695190.00,718285.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.69,3.46,LC21110000310,0.51,8.98,16.23,23.52,6.46,13.04,20.99,2.76E+07,4.48E+06,2.98E+06,4.18E+05,3.87E+07,1.25E+06,1221682.00,321000.00,392409.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.71,3.46,LC210100037,0.54,11.12,18.17,26.06,8.41,14.94,23.32,3.27E+07,5.06E+06,3.38E+06,4.71E+05,4.37E+07,1.98E+06,1503465.40,455233.20,556525.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.84,3.47,LC21110000311,0.53,10.74,17.86,25.64,8.10,14.67,22.96,1.46E+07,2.44E+06,1.74E+06,2.40E+05,2.08E+07,7.72E+05,780831.00,247551.00,302734.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,37.95,3.48,LC21110000312,0.52,9.87,17.06,24.54,7.23,13.86,21.97,2.71E+07,4.22E+06,2.91E+06,4.19E+05,3.69E+07,1.25E+06,1944104.00,482131.00,578351.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,38.06,3.48,LC21110000313,0.53,10.79,17.85,25.56,8.13,14.67,22.91,3.47E+07,5.94E+06,4.27E+06,5.78E+05,5.02E+07,1.88E+06,1074636.00,317961.00,418239.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,38.17,3.49,LC21120000030,0.51,9.42,16.61,24.07,6.85,13.39,21.42,7.21E+06,1.19E+06,7.90E+05,1.12E+05,1.00E+07,3.53E+05,376621.00,113950.30,136450.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,38.31,3.50,LC21120000031,0.52,10.07,17.21,24.76,7.40,14.01,22.12,6.56E+07,1.06E+07,7.24E+06,1.13E+06,9.38E+07,3.23E+06,3215170.00,843216.00,1002150.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,38.47,3.51,LC21120000032,0.53,11.00,18.20,25.94,8.36,14.96,23.35,5.04E+07,7.90E+06,5.62E+06,8.79E+05,6.95E+07,2.58E+06,2749040.00,670553.00,780800.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,38.59,3.52,LC21120000033,0.52,10.11,17.26,24.82,7.51,14.05,22.23,4.37E+07,7.05E+06,4.85E+06,7.38E+05,6.20E+07,2.15E+06,3131350.00,598682.00,691248.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,38.71,3.52,LC21120000034,0.52,9.44,16.69,24.17,6.90,13.47,21.47,8.80E+06,1.29E+06,8.48E+05,1.37E+05,1.21E+07,3.89E+05,652335.00,155231.70,198300.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,39.43,3.57,LC210100038,0.53,10.96,17.98,25.81,8.28,14.81,23.14,1.78E+07,2.71E+06,1.86E+06,2.63E+05,2.42E+07,9.77E+05,2278029.60,435992.60,491912.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,40.71,3.64,LC210100039,0.50,8.11,15.54,22.70,5.70,12.25,20.00,4.85E+07,6.81E+06,4.33E+06,6.42E+05,6.35E+07,1.80E+06,2156276.10,679812.00,870018.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,42.57,3.76,LC210100040,0.49,7.00,14.53,21.66,4.68,11.28,18.87,8.91E+07,1.07E+07,5.78E+06,9.08E+05,1.03E+08,3.39E+06,1823493.90,790957.50,990089.20,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,43.46,3.81,LC210100052,0.43,2.42,10.47,17.29,0.47,7.17,14.16,1.03E+07,1.39E+06,6.21E+05,9.21E+04,1.13E+07,3.43E+05,129413.80,76685.80,97392.40,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,43.80,3.83,LC1906000004,0.52,9.90,17.13,24.72,7.35,13.93,22.04,1.26E+08,1.39E+07,9.15E+06,1.65E+06,1.49E+08,4.30E+06,4859232.50,1893265.80,2429832.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,45.02,3.91,LC210100042,0.51,8.81,16.11,23.41,6.25,12.87,20.69,2.15E+07,3.01E+06,1.84E+06,3.56E+05,2.73E+07,8.96E+05,757979.50,294761.10,505635.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,45.99,3.97,LC210100043,0.49,7.13,14.64,21.72,4.79,11.37,18.98,3.48E+07,4.25E+06,2.49E+06,3.58E+05,3.97E+07,1.19E+06,1134253.50,439330.70,561722.30,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,47.49,4.05,LC210100056,0.49,7.84,15.21,22.35,5.41,11.97,19.64,1.88E+07,2.28E+06,1.22E+06,1.84E+05,2.10E+07,8.31E+05,223203.00,138505.00,157121.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,49.00,4.13,LC210100045,0.50,8.00,15.33,22.45,5.51,12.09,19.86,2.39E+07,2.95E+06,1.78E+06,2.74E+05,2.86E+07,8.60E+05,791793.80,342075.90,421424.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,50.53,4.20,LC210100046,0.52,9.76,16.92,24.35,7.11,13.71,21.79,2.43E+07,3.37E+06,2.25E+06,2.69E+05,3.00E+07,1.10E+06,2078782.70,438133.70,515634.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,51.93,4.26,LC21040000018,0.55,11.88,18.86,26.95,9.10,15.72,24.26,3.19E+07,5.21E+06,3.91E+06,4.69E+05,4.67E+07,1.86E+06,2010600.00,546205.00,551488.00,,,,,,
