operator,publication,site,proxy,depth,age,run,TEX86,BAY.LOW,BAY.MED,BAY.HIGH,subBAY.LOW,subBAY.MED,subBAY.HIGH,1302,1300,1298,1296,1292,1292',1050-tot,1036-tot,1022,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,217.87,11.74,LC1906000017,0.65,19.38,26.24,37.60,16.22,23.36,34.30,1.48E+07,1.22E+06,1.30E+06,2.07E+05,9.74E+06,7.33E+05,3331890.00,915609.00,2055300.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,218.82,11.79,LC21040000080,0.65,19.84,26.65,38.22,16.65,23.82,35.04,1.84E+06,1.83E+05,2.29E+05,2.75E+04,1.47E+06,8.83E+04,287596.90,90660.80,264137.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,219.76,11.85,2LC2110130,0.63,18.28,25.01,35.61,15.11,22.10,32.62,573159.413,75741.986,74972.612,12106.535,588674.757,41688.742,62751.40,22858.64,45136.82,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,221.68,11.97,LC2104000103,0.62,17.55,24.38,34.70,14.46,21.43,31.75,9.56E+06,8.57E+05,8.52E+05,1.22E+05,7.69E+06,4.31E+05,2488592.30,729765.70,2316505.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,222.78,12.03,2LC2110131,0.63,18.10,24.94,35.64,15.00,22.04,32.53,232232.935,33515.456,32404.224,5537.364,276115.594,18973.979,68392.28,14597.40,32375.67,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,223.97,12.10,LC20020000078,0.64,18.58,25.35,36.32,15.43,22.49,33.14,3.53E+06,6.43E+05,6.38E+05,1.01E+05,5.62E+06,3.81E+05,303225.00,66781.20,147501.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,224.83,12.15,2LC2110132,0.66,20.01,26.89,38.53,16.87,24.04,35.41,219598.122,36296.404,41657.151,6164.979,303790.69,21251.234,24152.69,8454.06,21890.82,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,225.89,12.22,LC15020000160.D,0.66,20.03,26.85,38.67,16.85,24.01,35.29,5.30E+05,7.79E+04,8.94E+04,1.18E+04,5.27E+05,4.72E+04,100500.00,39360.00,100000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,226.92,12.29,LC2002000123,0.63,17.91,24.74,35.33,14.80,21.80,32.33,2.03E+05,2.52E+04,2.89E+04,3.19E+03,1.47E+05,1.02E+04,93645.10,31012.67,50917.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,227.83,12.36,LC21100000126,0.66,20.11,26.91,38.66,16.99,24.10,35.50,1.52E+06,1.66E+05,2.36E+05,2.20E+04,9.36E+05,6.03E+04,512084.00,213533.20,504719.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,229.30,12.48,LC1906000018,0.63,17.89,24.71,35.26,14.84,21.77,32.33,9.30E+05,1.31E+05,1.43E+05,2.01E+04,7.15E+05,5.66E+04,219310.90,155180.00,282176.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,230.82,12.61,2LC2110134,0.63,18.24,25.10,35.88,15.20,22.17,32.82,170184.858,26445.204,25615.849,5163.173,202583.617,14458.527,47803.41,12675.69,62809.44,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,232.36,12.76,2LC2110135,0.63,18.37,25.24,36.09,15.32,22.34,32.93,316338.228,58043.092,57241.501,10799.564,479010.164,32203.346,57759.69,17822.76,37434.16,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,234.06,12.93,2LC2110136,0.63,18.00,24.80,35.38,14.91,21.87,32.25,151771.877,19519.306,19087.894,3720.355,135839.375,10011.832,79273.89,23074.37,47509.04,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,235.56,13.08,LC21110000137,0.69,22.55,29.54,42.70,19.35,26.84,39.09,4.89E+06,4.62E+05,7.04E+05,7.31E+04,3.31E+06,2.68E+05,1907578.00,894403.00,2231350.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,237.07,13.25,LC21100000190,0.65,19.81,26.64,38.20,16.69,23.83,34.93,1.60E+06,2.17E+05,2.91E+05,2.86E+04,1.13E+06,8.99E+04,1250100.00,357227.50,842256.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,237.74,13.32,LC1906000019,0.67,21.26,28.17,40.51,18.11,25.43,37.12,1.57E+06,1.76E+05,2.61E+05,2.80E+04,8.20E+05,7.56E+04,658828.00,262247.60,531987.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,238.96,13.46,LC2002000124,0.69,22.08,29.10,41.90,18.92,26.37,38.57,2.65E+05,4.87E+04,6.76E+04,7.31E+03,3.15E+05,3.18E+04,99991.10,36290.31,90116.20,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,240.06,13.58,LC21110000146,0.67,20.66,27.62,39.45,17.52,24.80,36.32,8.57E+06,1.70E+06,1.95E+06,2.82E+05,1.58E+07,1.15E+06,1318208.00,254605.30,599962.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,242.61,13.88,LC2104000105,0.70,22.78,29.78,42.92,19.61,27.11,39.35,1.02E+07,1.45E+06,2.46E+06,1.83E+05,1.02E+07,6.75E+05,4974996.20,1106278.30,3489373.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,243.06,13.93,LC21100000191,0.66,20.52,27.37,39.35,17.29,24.57,36.08,2.76E+06,4.20E+05,5.92E+05,5.71E+04,2.53E+06,1.77E+05,2506130.00,395679.00,823437.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,244.03,14.04,LC15020000161-sh.D,0.69,22.41,29.38,42.33,19.24,26.65,39.01,3.06E+05,4.38E+04,7.59E+04,5.15E+03,1.67E+05,1.70E+04,184511.60,32600.86,71513.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,245.56,14.22,LC2104000104,0.76,,,,,,,6.00E+06,5.55E+05,1.53E+06,4.90E+04,1.91E+06,1.70E+05,4389473.70,525697.90,773147.60,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,246.99,14.38,LC1906000020,0.68,21.5612 ,28.5269 ,41.0737 ,18.399 ,25.745 ,37.684 ,1.35E+06,1.32E+05,1.62E+05,4.34E+04,7.62E+05,7.30E+04,184362.80,85305.70,188704.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,247.62,14.45,LC2002000125,0.70,,,,,,,2.09E+05,2.24E+04,4.03E+04,2.60E+03,6.90E+04,8.18E+03,77141.70,19137.45,37038.20,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,250.00,14.71,LC21100000127,0.61,17.0290 ,23.8666 ,34.0438 ,14.017 ,20.877 ,31.067 ,7.10E+05,7.71E+04,8.46E+04,7817.5,2.82E+05,3.02E+04,215209.10,85117.40,69933.10,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,251.76,14.89,LC2201000004,0.70,23.1025 ,30.1710 ,43.5944 ,19.869 ,27.474 ,40.003 ,4.60E+06,5.15E+05,8.45E+05,7.46E+04,2.92E+06,2.96E+05,1036826.00,388377.00,852765.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,253.88,15.10,LC2201000005,0.73,25.2283 ,32.4822 ,47.0166 ,22.032 ,29.863 ,43.409 ,6.67E+06,7.50E+05,1.60E+06,1.07E+05,4.09E+06,3.66E+05,5300370.00,1243440.00,2556090.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,255.17,15.22,LC21110000145,0.72,24.2217 ,31.4096 ,45.3941 ,21.066 ,28.709 ,41.798 ,3.09E+06,2.45E+05,4.23E+05,4.05E+04,1.80E+06,1.63E+05,1089887.00,862148.00,1204880.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,256.52,15.34,LC1906000021,0.75,,,,,,,5.37E+05,6.51E+04,1.57E+05,8.93E+03,2.84E+05,3.41E+04,110106.30,122140.30,208650.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,258.26,15.49,LC2201000006,0.79,,,,,,,7.49E+06,5.07E+05,1.73E+06,5.09E+04,1.12E+06,1.18E+05,1008195.00,876915.00,2632490.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,259.50,15.59,LC21110000144,0.75,,,,,,,4.93E+06,4.04E+05,1.12E+06,2.99E+04,9.55E+05,8.48E+04,723798.00,1017261.00,1771280.00,,,,,,
TV,"Hou et al., 2022 CP",1168,TEX86,260.16,15.64,LC15020000162.D,0.80,,,,,,,2.60E+06,1.77E+05,6.56E+05,1.67E+04,4.75E+05,4.60E+04,175200.00,155900.00,392000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,263.23,15.87,LC2201000007,0.75,,,,,,,7.38E+06,3.75E+05,9.64E+05,3.81E+04,1.33E+06,1.33E+05,1127465.00,412797.00,1288750.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,264.38,15.95,LC21100000192,0.76,,,,,,,1.22E+07,8.95E+06,2.81E+07,2.48E+05,8.65E+05,9.62E+04,678002.00,1660558.00,4718950.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,266.20,16.07,LC1906000022,0.82,,,,,,,1.75E+06,1.80E+05,7.62E+05,1.38E+04,2.03E+05,2.18E+04,190839.20,305599.70,800192.60,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,267.97,16.18,LC21040000083,0.78,,,,,,,4.68E+07,6.11E+06,1.92E+07,7.10E+05,2.35E+07,1.54E+06,5286600.00,5857670.00,22441800.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,268.84,16.23,LC21110000143,0.75,,,,,,,3.54E+06,7.52E+05,2.21E+06,3.29E+04,5.78E+05,4.47E+04,708308.00,741550.00,2348100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,270.91,16.35,LC2002000126,0.71,,,,,,,2.65E+06,2.04E+05,4.51E+05,1.83E+04,3.97E+05,3.21E+04,2725806.00,645804.00,2146400.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,271.83,16.40,2LC2110147,0.75,,,,,,,655734.438,32346.096,82922.326,3078.423,104802.833,9589.641,53222.56,107018.41,151311.26,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,272.49,16.44,LC2201000009,0.77,,,,,,,2.52E+07,2.56E+06,8.24E+06,1.13E+05,1.84E+06,1.37E+05,3942377.00,4006907.00,12021100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,274.28,16.52,LC21110000142,0.71,,,,,,,1.53E+06,1.57E+05,3.34E+05,9064.55957,3.24E+05,3.10E+04,254164.50,441158.00,869072.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,275.82,16.59,LC1906000023,0.60,,,,,,,9.47E+05,1.63E+05,2.14E+05,9.55E+03,1.71E+05,1.79E+04,521751.00,829974.00,2444760.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,277.33,16.65,LC21100000193,0.66,20.4543 ,27.3566 ,39.2238 ,17.409 ,24.564 ,36.045 ,1.36E+06,8.41E+04,1.03E+05,1.17E+04,4.56E+05,5.14E+04,609531.00,857984.00,1440950.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,279.06,16.73,LC21040000084,0.62,,,,,,,1.26E+06,2.11E+05,2.93E+05,3.13E+04,1.54E+05,1.70E+04,1336093.00,408668.00,1421034.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,280.29,16.78,LC21100000194,0.66,20.6871 ,27.5491 ,39.5078 ,17.488 ,24.715 ,36.194 ,1.71E+06,2.02E+05,2.50E+05,3.47E+04,1.15E+06,1.15E+05,969251.00,1066696.00,2206410.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,281.11,16.82,LC2002000127,0.68,21.6929 ,28.6652 ,41.2247 ,18.569 ,25.927 ,37.842 ,5.70E+05,1.04E+05,1.43E+05,1.81E+04,5.64E+05,6.22E+04,696858.00,360662.00,1109570.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,282.43,16.89,LC2002000128,0.68,,,,,,,1.18E+06,1.66E+05,3.14E+05,1.34E+04,2.22E+05,2.76E+04,564272.00,415507.80,1175970.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,283.98,16.96,LC21100000195,0.67,,,,,,,1.24E+06,1.99E+05,3.32E+05,1.65E+04,5.28E+05,5.95E+04,280146.10,435468.00,1277710.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,285.43,17.04,LC1905000057,0.65,,,,,,,5.03E+05,5.31E+04,8.15E+04,4.54E+03,8.81E+04,1.08E+04,113743.20,176883.00,483779.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,286.94,17.11,LC21100000262,0.60,,,,,,,4.78E+06,1.17E+05,1.41E+05,1.14E+04,2.30E+05,2.51E+04,313820.00,626994.00,2567400.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,288.33,17.18,LC2201000010,0.68,21.8880 ,28.8376 ,41.6261 ,18.805 ,26.138 ,38.105 ,4.91E+07,7.05E+06,9.29E+06,1.49E+06,5.47E+07,4.48E+06,6921800.00,5331450.00,24777200.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,289.89,17.23,LC21100000197,0.67,21.3280 ,28.2200 ,40.6099 ,18.154 ,25.470 ,37.302 ,5.90E+06,4.36E+05,5.40E+05,9.50E+04,3.50E+06,2.69E+05,733191.00,746512.00,1876610.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,290.99,17.27,LC2201000011,0.66,20.4094 ,27.2910 ,39.2029 ,17.341 ,24.476 ,35.849 ,6.43E+07,6.69E+06,7.07E+06,1.62E+06,5.92E+07,4.41E+06,2610890.00,3054310.00,9392100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,291.66,17.29,LC21100000198,0.68,21.8818 ,28.8068 ,41.4428 ,18.648 ,26.067 ,37.941 ,2.41E+07,1.39E+06,1.86E+06,3.04E+05,9.85E+06,8.37E+05,3517390.00,2121974.00,7097880.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,293.40,17.36,LC2002000129,0.65,19.4521 ,26.3164 ,37.6681 ,16.359 ,23.400 ,34.573 ,1.33E+07,2.52E+06,2.61E+06,5.91E+05,2.05E+07,1.45E+06,857180.00,488131.00,1406640.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,293.56,17.37,LC1906000024,0.67,20.8503 ,27.6900 ,40.0124 ,17.612 ,24.929 ,36.593 ,3.03E+07,6.39E+06,7.22E+06,1.38E+06,5.16E+07,4.25E+06,2518487.00,2670441.00,8314260.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,294.66,17.42,LC21100000199,0.67,20.6624 ,27.5752 ,39.5584 ,17.534 ,24.754 ,36.370 ,4.82E+07,9.12E+06,1.09E+07,2.02E+06,7.19E+07,5.25E+06,3328350.00,3295770.00,16151100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,295.56,17.47,LC1503000010.D,0.70,22.7788 ,29.7986 ,43.1223 ,19.630 ,27.082 ,39.548 ,1.00E+07,1.40E+06,2.21E+06,2.55E+05,7.29E+06,7.60E+05,429000.00,527000.00,1370000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,296.53,17.52,LC21040000093,0.70,22.7916 ,29.8163 ,43.0050 ,19.568 ,27.116 ,39.611 ,2.57E+07,1.39E+06,2.37E+06,2.06E+05,8.35E+06,6.13E+05,668896.00,996486.00,5774470.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,297.66,17.60,LC21100000200,0.72,24.1526 ,31.3254 ,45.2961 ,20.999 ,28.638 ,41.773 ,1.94E+07,7.63E+05,1.50E+06,1.11E+05,3.99E+06,3.36E+05,824845.00,1452822.00,4668650.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,299.71,17.78,LC21040000085,0.66,19.9882 ,26.8835 ,38.5236 ,16.872 ,24.019 ,35.257 ,4.94E+06,8.42E+05,9.53E+05,1.66E+05,6.55E+06,4.85E+05,333379.00,290838.00,1129183.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,300.16,17.82,LC21100000219,0.65,19.9398 ,26.8010 ,38.3745 ,16.812 ,23.973 ,35.222 ,3.66E+07,6.56E+06,7.18E+06,1.70E+06,5.14E+07,3.56E+06,1266976.00,1771685.00,8543390.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,301.33,17.94,LC21100000202,0.68,21.4432 ,28.3039 ,40.9320 ,18.223 ,25.566 ,37.412 ,3.53E+07,5.83E+06,7.88E+06,1.37E+06,4.18E+07,2.94E+06,2473850.00,3462330.00,20765600.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,302.83,18.10,LC21100000203,0.69,22.5933 ,29.5005 ,42.4942 ,19.325 ,26.822 ,39.045 ,1.30E+07,2.07E+06,3.15E+06,4.82E+05,1.37E+07,1.03E+06,1509221.00,2288477.00,8621960.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,304.30,18.25,LC19030000114,0.62,17.1619 ,24.0363 ,34.2033 ,14.155 ,21.057 ,31.214 ,4.12E+07,9.53E+06,8.69E+06,3.79E+06,7.56E+07,2.80E+06,1369744.00,2849090.00,15490800.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,305.84,18.39,LC21100000204,0.66,19.9462 ,26.8479 ,38.5296 ,16.889 ,24.029 ,35.299 ,2.82E+07,4.92E+06,5.79E+06,1.16E+06,3.55E+07,2.42E+06,2136210.00,2889190.00,16284600.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,307.35,18.50,LC21100000205,0.72,24.0958 ,31.2446 ,45.2647 ,20.935 ,28.632 ,41.594 ,3.37E+07,6.33E+06,1.19E+07,1.25E+06,3.65E+07,2.94E+06,3253320.00,4115660.00,19661600.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,308.86,18.61,LC2002000130,0.67,20.8133 ,27.6704 ,39.6153 ,17.601 ,24.875 ,36.320 ,9.51E+06,1.99E+06,2.36E+06,4.78E+05,1.54E+07,1.14E+06,779172.00,724758.00,3704650.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,310.63,18.74,LC2002000131,0.66,20.6005 ,27.4137 ,39.3810 ,17.390 ,24.626 ,36.079 ,3.81E+07,6.18E+06,6.67E+06,1.45E+06,5.59E+07,4.10E+06,3107800.00,1676887.00,8211660.00,,,,,,
TV,"Hou et al., 2022 CP",1168,TEX86,312.08,18.83,LC1503000011.D,0.67,20.9224 ,27.8061 ,39.9429 ,17.742 ,25.035 ,36.581 ,6.45E+06,9.94E+05,1.19E+06,2.37E+05,6.48E+06,5.82E+05,979000.00,964000.00,5260000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,312.15,18.84,LC21100000206,0.68,21.4359 ,28.3859 ,40.8379 ,18.336 ,25.618 ,37.490 ,2.75E+07,5.04E+06,6.00E+06,1.20E+06,4.13E+07,3.35E+06,3181380.00,3517990.00,19248800.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,313.58,18.90,LC21040000086,0.65,19.8586 ,26.6472 ,38.2701 ,16.649 ,23.830 ,35.028 ,1.09E+07,1.35E+06,1.65E+06,3.00E+05,9.13E+06,5.97E+05,1964449.00,2814384.00,23058146.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,314.02,18.92,LC1906000025,0.69,22.3882 ,29.3811 ,42.3056 ,19.235 ,26.669 ,38.947 ,4.01E+07,4.35E+06,6.14E+06,9.52E+05,3.09E+07,2.65E+06,3071050.00,2775360.00,16375100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,315.13,18.97,LC21100000207,0.69,22.0246 ,29.0080 ,41.8068 ,18.892 ,26.272 ,38.430 ,2.57E+07,3.37E+06,4.67E+06,7.45E+05,2.47E+07,1.95E+06,2357270.00,2202438.00,11949100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,316.43,19.01,LC2002000132,0.65,19.4433 ,26.2208 ,37.5798 ,16.215 ,23.356 ,34.361 ,1.16E+07,7.78E+05,9.90E+05,1.12E+05,3.30E+06,3.23E+05,1045888.00,836240.00,3927980.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,318.16,19.08,LC21100000208,0.70,22.6243 ,29.7049 ,42.7466 ,19.472 ,26.939 ,39.257 ,6.73E+06,9.60E+05,1.39E+06,2.05E+05,6.94E+06,5.97E+05,688239.00,1056243.00,5101270.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,319.24,19.12,LC21040000087,0.65,19.6360 ,26.5104 ,37.9735 ,16.510 ,23.660 ,34.763 ,1.11E+07,2.04E+06,2.35E+06,5.12E+05,1.74E+07,9.40E+05,937192.00,1263407.80,3675364.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,320.22,19.16,LC21040000088,0.68,21.4873 ,28.3783 ,40.9548 ,18.268 ,25.603 ,37.399 ,3.61E+06,5.48E+05,7.62E+05,1.20E+05,4.01E+06,2.64E+05,497590.00,700295.60,2354308.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,321.75,19.24,LC21100000209,0.67,21.0834 ,27.9959 ,40.2382 ,17.931 ,25.262 ,36.859 ,1.14E+07,1.96E+06,2.53E+06,4.13E+05,1.46E+07,1.06E+06,744795.00,981708.00,4742080.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,323.25,19.32,LC21040000094,0.73,,,,,,,1.37E+07,8.78E+05,2.20E+06,6.53E+04,1.73E+06,1.04E+05,958327.40,1299387.20,4035736.50,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,324.73,19.41,LC21100000210,0.64,18.8908 ,25.6359 ,36.5642 ,15.687 ,22.758 ,33.550 ,2.55E+07,5.42E+06,5.09E+06,1.41E+06,4.72E+07,3.11E+06,1630356.00,1861363.00,7814160.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,326.18,19.50,LC21040000095,0.58,14.7835 ,21.6515 ,30.8551 ,11.817 ,18.581 ,27.994 ,2.50E+07,5.41E+06,4.26E+06,1.70E+06,4.69E+07,1.60E+06,774946.20,1493393.20,2300487.80,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,327.76,19.60,LC21100000260,0.62,17.8109 ,24.5837 ,35.0460 ,14.700 ,21.655 ,31.970 ,2.33E+07,5.81E+06,5.20E+06,2.11E+06,4.70E+07,2.35E+06,516606.00,1045651.00,4037540.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,329.46,19.71,LC21100000212,0.65,19.6482 ,26.4548 ,37.8296 ,16.459 ,23.620 ,34.750 ,5.58E+07,1.23E+07,1.36E+07,3.68E+06,8.82E+07,5.53E+06,3032760.00,4784370.00,23627500.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,330.96,19.82,LC21100000213,0.64,18.6313 ,25.4164 ,36.4268 ,15.591 ,22.537 ,33.425 ,3.61E+07,8.10E+06,8.37E+06,2.37E+06,6.07E+07,3.39E+06,2575160.00,4140960.00,21082300.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,332.79,19.95,LC1503000012.D,0.64,19.1827 ,26.0221 ,37.3108 ,16.040 ,23.126 ,34.124 ,1.74E+07,3.41E+06,3.78E+06,8.61E+05,1.89E+07,1.54E+06,1322000.00,1712000.00,7950000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,334.32,20.06,LC1905000059,0.64,18.6805 ,25.4315 ,36.2854 ,15.501 ,22.531 ,33.313 ,2.39E+07,5.13E+06,5.06E+06,1.55E+06,3.78E+07,2.34E+06,2055065.00,3146480.00,13208500.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,335.46,20.15,LC21100000214,0.67,21.3359 ,28.2424 ,40.6344 ,18.178 ,25.476 ,37.361 ,1.63E+07,2.72E+06,3.88E+06,6.27E+05,1.66E+07,1.13E+06,2823650.00,4082610.00,22144900.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,336.97,20.26,LC21100000261,0.61,16.6112 ,23.4284 ,33.3671 ,13.582 ,20.431 ,30.479 ,2.51E+07,6.77E+06,5.55E+06,2.46E+06,5.52E+07,2.48E+06,681801.00,1334902.70,5774230.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,338.46,20.37,LC21100000216,0.66,20.5530 ,27.4117 ,39.2722 ,17.423 ,24.605 ,36.052 ,5.30E+06,8.31E+05,1.13E+06,1.54E+05,4.70E+06,3.53E+05,843389.00,1398358.00,6401850.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,339.06,20.42,LC21100000217,0.69,22.6834 ,29.6618 ,42.8335 ,19.463 ,26.951 ,39.363 ,6.23E+07,1.37E+07,2.19E+07,2.94E+06,8.93E+07,6.38E+06,4018210.00,5517240.00,24001400.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,339.26,20.43,LC2004000015,0.69,22.1928 ,29.2280 ,42.1014 ,19.141 ,26.496 ,38.782 ,82369200,32014700,67405100,1760740,25998200,1836250,#VALUE!,#VALUE!,51040400.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,340.90,20.55,LC1905000060,0.67,20.8054 ,27.7355 ,39.8207 ,17.699 ,24.967 ,36.524 ,3.56E+07,7.33E+06,8.30E+06,2.24E+06,6.20E+07,4.19E+06,3056610.00,2813750.00,12126100.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,342.10,20.64,LC21100000247,0.67,20.8832 ,27.7976 ,39.9508 ,17.762 ,24.996 ,36.602 ,2.77E+07,5.19E+06,6.62E+06,1.22E+06,3.86E+07,2.63E+06,1983542.00,2446638.00,9141950.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,343.56,20.73,LC21100000248,0.72,24.0452 ,31.2007 ,45.0218 ,20.906 ,28.544 ,41.446 ,1.30E+07,2.08E+06,4.00E+06,3.77E+05,1.13E+07,8.93E+05,2083409.00,1818580.00,7158330.00,,,,,,
FH,"Hoem et al., 2022 CE&E",1168,TEX86,343.85,20.75,LC2004000018,0.67,20.8826 ,27.7956 ,39.9760 ,17.728 ,25.000 ,36.689 ,8062060,1417030,2072140,272059,8029370,525645,#VALUE!,#VALUE!,5464390.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,345.06,20.83,LC21100000249,0.65,19.4533 ,26.2376 ,37.5635 ,16.258 ,23.344 ,34.395 ,3.04E+07,6.88E+06,7.18E+06,1.78E+06,5.50E+07,3.65E+06,3445780.00,3471470.00,15824000.00,,,,,,
TV,"Hou et al., 2022 CP",1168,TEX86,346.91,20.94,LC1503000013.D,0.70,23.1169 ,30.0963 ,43.4664 ,19.920 ,27.405 ,39.914 ,8.70E+06,1.54E+06,2.50E+06,3.12E+05,9.19E+06,7.95E+05,791000.00,1153000.00,5170000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,348.06,21.01,LC21100000250,0.75,,,,,,,7.48E+06,5.40E+05,1.43E+06,5.74E+04,1.36E+06,1.11E+05,531724.00,1202818.00,5870780.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,349.03,21.06,LC21100000251,0.67,20.8425 ,27.7385 ,39.8347 ,17.664 ,24.917 ,36.485 ,8.70E+06,1.51E+06,1.90E+06,3.93E+05,1.11E+07,7.31E+05,1240642.00,2928059.00,13781000.00,,,,,,
SH,"Hou et al., 2022 CP",1168,TEX86,350.50,21.14,LC1905000061,0.68,21.5923 ,28.5321 ,40.9799 ,18.382 ,25.729 ,37.613 ,2.32E+07,4.74E+06,6.10E+06,1.21E+06,3.57E+07,2.71E+06,2097979.00,2366990.00,11100900.00,,,,,,
